,dataset_name,sampling_budget,query_ratio,mean_accuracy
8639,DiagonalRot_enx_002.csv,0.04,0.1,0.9568477726000001
10262,DiagonalRot_eny_004.csv,0.07,0.03,0.967323648231
3234,Combo_017.csv,0.04,0.05,0.98017561393
6648,Diagonal_eny_004.csv,0.05,0.09,0.936223059101
2726,Combo_014.csv,0.13,0.07,0.960429752957
1113,Combo_006.csv,0.12,0.04,0.928598670415
13312,Gauss_eny_001.csv,0.12,0.03,0.816292275634
14161,Gauss_eny_005.csv,0.17,0.02,0.884255305602
17626,Parcel_017.csv,0.03,0.07,0.981301032236
5026,Diagonal_enx_002.csv,0.03,0.07,0.927339959623
373,Combo_002.csv,0.18,0.04,0.8407426656579999
2099,Combo_011.csv,0.1,0.1,0.9176538862870001
8938,DiagonalRot_enx_003.csv,0.14,0.09,0.9309503757080001
2993,Combo_015.csv,0.2,0.04,0.9545914077969999
16747,Parcel_012.csv,0.15,0.08,0.989689975098
10638,DiagonalRot_eny_006.csv,0.04,0.09,0.9687745820010001
1275,Combo_007.csv,0.08,0.06,0.986266735507
11776,Gauss_005.csv,0.18,0.07,0.920606385417
13459,Gauss_eny_002.csv,0.06,0.1,0.84946010146
12209,Gauss_enx_002.csv,0.01,0.1,0.6974945989169999
4304,Diagonal_004.csv,0.11,0.05,0.950318486906
11379,Gauss_003.csv,0.18,0.1,0.9004356803740001
10223,DiagonalRot_eny_004.csv,0.03,0.04,0.9640282728120001
11015,Gauss_002.csv,0.02,0.06,0.7777722817
2132,Combo_011.csv,0.14,0.03,0.8749257673090001
9806,DiagonalRot_eny_002.csv,0.01,0.07,0.943762328104
14691,Parcel_002.csv,0.1,0.02,0.966794664157
16251,Parcel_010.csv,0.06,0.02,0.942660696597
19842,Uniform_enx_004.csv,0.05,0.03,0.97431512036
11616,Gauss_005.csv,0.02,0.07,0.811542188214
15002,Parcel_004.csv,0.01,0.03,0.887045425555
18046,Uniform_001.csv,0.05,0.07,0.990099349727
12557,Gauss_enx_003.csv,0.16,0.08,0.875331642869
20887,Uniform_eny_003.csv,0.09,0.08,0.9916149517659999
7665,DiagonalRot_003.csv,0.07,0.06,0.953282401497
862,Combo_005.csv,0.07,0.03,0.9267993846520001
10083,DiagonalRot_eny_003.csv,0.09,0.04,0.990946326628
12646,Gauss_enx_004.csv,0.05,0.07,0.7901467857469999
21024,Uniform_eny_004.csv,0.03,0.05,0.9827429531559999
8679,DiagonalRot_enx_002.csv,0.08,0.1,0.964440281821
1720,Combo_009.csv,0.13,0.01,0.9401134139749999
18570,Uniform_003.csv,0.18,0.01,0.9505835138150001
7841,DiagonalRot_004.csv,0.05,0.02,0.969108674928
13823,Gauss_eny_004.csv,0.03,0.04,0.780487843564
20012,Uniform_enx_005.csv,0.02,0.03,0.955943179691
16360,Parcel_010.csv,0.17,0.01,0.930987403133
638,Combo_004.csv,0.04,0.09,0.9400786677320001
14747,Parcel_002.csv,0.15,0.08,0.993911855493
4132,Diagonal_003.csv,0.14,0.03,0.94648438582
4622,Diagonal_006.csv,0.03,0.03,0.9176407181640001
566,Combo_003.csv,0.17,0.07,0.931938426727
11127,Gauss_002.csv,0.13,0.08,0.8658465916299999
13646,Gauss_eny_003.csv,0.05,0.07,0.855472496997
21494,Uniform_eny_006.csv,0.1,0.05,0.988657962195
13357,Gauss_eny_001.csv,0.16,0.08,0.809950056719
8139,DiagonalRot_005.csv,0.14,0.1,0.962224565875
1305,Combo_007.csv,0.11,0.06,0.988523647764
5381,Diagonal_enx_003.csv,0.19,0.02,0.9504730502240001
7395,DiagonalRot_001.csv,0.2,0.06,0.9825805747319999
5458,Diagonal_enx_004.csv,0.06,0.09,0.963333865466
8896,DiagonalRot_enx_003.csv,0.1,0.07,0.8942396979170001
4303,Diagonal_004.csv,0.11,0.04,0.9726647845659999
11701,Gauss_005.csv,0.11,0.02,0.823594107683
17734,Parcel_017.csv,0.14,0.05,0.985585839249
8426,DiagonalRot_enx_001.csv,0.03,0.07,0.983510070317
7068,Diagonal_eny_006.csv,0.07,0.09,0.943698366477
19073,Uniform_006.csv,0.08,0.04,0.985569676031
6888,Diagonal_eny_005.csv,0.09,0.09,0.938534013364
7326,DiagonalRot_001.csv,0.13,0.07,0.977164097065
19320,Uniform_enx_001.csv,0.13,0.01,0.9511605414740001
11833,Gauss_006.csv,0.04,0.04,0.779269965552
10130,DiagonalRot_eny_003.csv,0.14,0.01,0.997722372463
8200,DiagonalRot_006.csv,0.01,0.01,0.987165097141
16582,Parcel_011.csv,0.19,0.03,0.986905796089
1795,Combo_009.csv,0.2,0.06,0.993407054202
9500,DiagonalRot_enx_006.csv,0.11,0.01,0.965463523926
20414,Uniform_eny_001.csv,0.02,0.05,0.977220402825
1057,Combo_006.csv,0.06,0.08,0.9241682453039999
1964,Combo_010.csv,0.17,0.05,0.8850929804690001
2629,Combo_014.csv,0.03,0.1,0.9210591306470001
19656,Uniform_enx_003.csv,0.06,0.07,0.986101766561
6306,Diagonal_eny_002.csv,0.11,0.07,0.954098595363
4816,Diagonal_enx_001.csv,0.02,0.07,0.938084368105
14408,Parcel_001.csv,0.01,0.09,0.9718582430670001
20772,Uniform_eny_002.csv,0.18,0.03,0.9804837412909999
14540,Parcel_001.csv,0.15,0.01,0.90043423013
19043,Uniform_006.csv,0.05,0.04,0.981663920238
14989,Parcel_003.csv,0.19,0.1,0.993691563092
15306,Parcel_005.csv,0.11,0.07,0.988486438136
18250,Uniform_002.csv,0.06,0.01,0.919272106541
7988,DiagonalRot_004.csv,0.19,0.09,0.975632386065
21384,Uniform_eny_005.csv,0.19,0.05,0.989515777295
8293,DiagonalRot_006.csv,0.1,0.04,0.997410471897
19013,Uniform_006.csv,0.02,0.04,0.971737165897
14415,Parcel_001.csv,0.02,0.06,0.968199658732
15196,Parcel_004.csv,0.2,0.07,0.9915345363860001
9042,DiagonalRot_enx_004.csv,0.05,0.03,0.9564379912559999
2543,Combo_013.csv,0.15,0.04,0.953305172359
7649,DiagonalRot_003.csv,0.05,0.1,0.963697070921
3884,Diagonal_002.csv,0.09,0.05,0.9432809213750001
8161,DiagonalRot_005.csv,0.17,0.02,0.9531331824700001
2275,Combo_012.csv,0.08,0.06,0.796878477384
19295,Uniform_enx_001.csv,0.1,0.06,0.990550654825
17953,Parcel_018.csv,0.16,0.04,0.9561092424459999
420,Combo_003.csv,0.03,0.01,0.798206312641
284,Combo_002.csv,0.09,0.05,0.8212178122329999
998,Combo_005.csv,0.2,0.09,0.9382404782799999
11132,Gauss_002.csv,0.14,0.03,0.8434479422069999
3181,Combo_016.csv,0.19,0.02,0.9744954394040001
5020,Diagonal_enx_002.csv,0.03,0.01,0.926033360219
6788,Diagonal_eny_004.csv,0.19,0.09,0.95737767456
12492,Gauss_enx_003.csv,0.1,0.03,0.8171409429109999
7834,DiagonalRot_004.csv,0.04,0.05,0.9701617063629999
17031,Parcel_014.csv,0.04,0.02,0.9564888982080001
3834,Diagonal_002.csv,0.04,0.05,0.9395361824449999
19745,Uniform_enx_003.csv,0.15,0.06,0.990578286768
21050,Uniform_eny_004.csv,0.06,0.01,0.940127241868
4768,Diagonal_006.csv,0.17,0.09,0.9643590285770001
5685,Diagonal_enx_005.csv,0.09,0.06,0.9318698393629999
3245,Combo_017.csv,0.05,0.06,0.983290378967
4281,Diagonal_004.csv,0.09,0.02,0.943245327357
21579,Uniform_eny_006.csv,0.18,0.1,0.995433562089
4533,Diagonal_005.csv,0.14,0.04,0.9303465091259999
21274,Uniform_eny_005.csv,0.08,0.05,0.9830477607520001
8497,DiagonalRot_enx_001.csv,0.1,0.08,0.991125766389
6590,Diagonal_eny_003.csv,0.2,0.01,0.928398995843
12566,Gauss_enx_003.csv,0.17,0.07,0.8566666314920001
17085,Parcel_014.csv,0.09,0.06,0.988896598517
15046,Parcel_004.csv,0.05,0.07,0.981364693709
9815,DiagonalRot_eny_002.csv,0.02,0.06,0.9696894953409999
18221,Uniform_002.csv,0.03,0.02,0.9443860971539999
11124,Gauss_002.csv,0.13,0.05,0.8411006090009999
17744,Parcel_017.csv,0.15,0.05,0.986308619855
12523,Gauss_enx_003.csv,0.13,0.04,0.8576234956190001
160,Combo_001.csv,0.17,0.01,0.8300849244059999
5426,Diagonal_enx_004.csv,0.03,0.07,0.936854500473
7538,DiagonalRot_002.csv,0.14,0.09,0.971706933876
18917,Uniform_005.csv,0.12,0.08,0.993061528039
14702,Parcel_002.csv,0.11,0.03,0.9785413931550001
12442,Gauss_enx_003.csv,0.05,0.03,0.7818938398199999
682,Combo_004.csv,0.09,0.03,0.945855541217
15957,Parcel_008.csv,0.16,0.08,0.994127999649
12584,Gauss_enx_003.csv,0.19,0.05,0.8500502271189999
7247,DiagonalRot_001.csv,0.05,0.08,0.975979869357
14752,Parcel_002.csv,0.16,0.03,0.9843786932969999
150,Combo_001.csv,0.16,0.01,0.8297256173890001
7760,DiagonalRot_003.csv,0.17,0.01,0.951638868461
7752,DiagonalRot_003.csv,0.16,0.03,0.973739502416
15391,Parcel_005.csv,0.2,0.02,0.9723949596870001
3411,Combo_018.csv,0.02,0.02,0.928222701939
17570,Parcel_016.csv,0.18,0.01,0.948773537795
9816,DiagonalRot_eny_002.csv,0.02,0.07,0.9469786435619999
3977,Diagonal_002.csv,0.18,0.08,0.968576052194
11292,Gauss_003.csv,0.1,0.03,0.7618793529919999
10696,DiagonalRot_eny_006.csv,0.1,0.07,0.9796448406980001
15530,Parcel_006.csv,0.14,0.01,0.944724612423
7417,DiagonalRot_002.csv,0.02,0.08,0.9649984060690001
20186,Uniform_enx_005.csv,0.19,0.07,0.9949703544490001
6036,Diagonal_eny_001.csv,0.04,0.07,0.946136596849
8972,DiagonalRot_enx_003.csv,0.18,0.03,0.9428963157510001
4315,Diagonal_004.csv,0.12,0.06,0.954424219922
7735,DiagonalRot_003.csv,0.14,0.06,0.9632063414740001
20535,Uniform_eny_001.csv,0.14,0.06,0.993282945072
16171,Parcel_009.csv,0.18,0.02,0.964320670573
2661,Combo_014.csv,0.07,0.02,0.93193457078
18951,Uniform_005.csv,0.16,0.02,0.978055823778
5702,Diagonal_enx_005.csv,0.11,0.03,0.925862312852
6335,Diagonal_eny_002.csv,0.14,0.06,0.95414497909
16175,Parcel_009.csv,0.18,0.06,0.988168904331
3788,Diagonal_001.csv,0.19,0.09,0.962599376935
19338,Uniform_enx_001.csv,0.14,0.09,0.9950816277779999
16897,Parcel_013.csv,0.1,0.08,0.989087761019
1276,Combo_007.csv,0.08,0.07,0.988385316193
9541,DiagonalRot_enx_006.csv,0.15,0.02,0.9762286550489999
14168,Gauss_eny_005.csv,0.17,0.09,0.855920102031
19284,Uniform_enx_001.csv,0.09,0.05,0.98894934359
7330,DiagonalRot_001.csv,0.14,0.01,0.9506703854899999
14816,Parcel_003.csv,0.02,0.07,0.972442636067
5942,Diagonal_enx_006.csv,0.15,0.03,0.9629528911499999
19468,Uniform_enx_002.csv,0.07,0.09,0.9923462619679999
116,Combo_001.csv,0.12,0.07,0.860747925536
20657,Uniform_eny_002.csv,0.06,0.08,0.986649269234
19847,Uniform_enx_004.csv,0.05,0.08,0.989477648463
9889,DiagonalRot_eny_002.csv,0.09,0.1,0.972042408467
18368,Uniform_002.csv,0.17,0.09,0.995028503292
1112,Combo_006.csv,0.12,0.03,0.9235458456929999
11685,Gauss_005.csv,0.09,0.06,0.8399060440809999
14386,Gauss_eny_006.csv,0.19,0.07,0.898571358562
9300,DiagonalRot_enx_005.csv,0.11,0.01,0.9555545118050001
9586,DiagonalRot_enx_006.csv,0.19,0.07,0.984886044919
17388,Parcel_015.csv,0.19,0.09,0.992839827149
19829,Uniform_enx_004.csv,0.03,0.1,0.987020575021
11311,Gauss_003.csv,0.12,0.02,0.824359600124
3651,Diagonal_001.csv,0.06,0.02,0.940807962599
20173,Uniform_enx_005.csv,0.18,0.04,0.9904202902789999
1255,Combo_007.csv,0.06,0.06,0.9836756843510001
3684,Diagonal_001.csv,0.09,0.05,0.932434775282
12510,Gauss_enx_003.csv,0.12,0.01,0.823362025259
16195,Parcel_009.csv,0.2,0.06,0.991231364648
20497,Uniform_eny_001.csv,0.1,0.08,0.9936696496359999
17929,Parcel_018.csv,0.13,0.1,0.987445082224
18753,Uniform_004.csv,0.16,0.04,0.990205136956
2481,Combo_013.csv,0.09,0.02,0.929101885674
16115,Parcel_009.csv,0.12,0.06,0.987211469664
14664,Parcel_002.csv,0.07,0.05,0.985845519008
18824,Uniform_005.csv,0.03,0.05,0.975574517894
11843,Gauss_006.csv,0.05,0.04,0.761279012396
18789,Uniform_004.csv,0.19,0.1,0.9966261320469999
829,Combo_005.csv,0.03,0.1,0.8984801667319999
9478,DiagonalRot_enx_006.csv,0.08,0.09,0.981938581407
1602,Combo_009.csv,0.01,0.03,0.925057421096
12986,Gauss_enx_005.csv,0.19,0.07,0.825914645493
6234,Diagonal_eny_002.csv,0.04,0.05,0.924406035123
3058,Combo_016.csv,0.06,0.09,0.990284265042
2778,Combo_014.csv,0.18,0.09,0.948969361073
11568,Gauss_004.csv,0.17,0.09,0.861020670363
12806,Gauss_enx_005.csv,0.01,0.07,0.673769447797
10034,DiagonalRot_eny_003.csv,0.04,0.05,0.9934597215469999
9844,DiagonalRot_eny_002.csv,0.05,0.05,0.9736355750210001
15399,Parcel_005.csv,0.2,0.1,0.9935914027420001
14778,Parcel_002.csv,0.18,0.09,0.995471829177
16911,Parcel_013.csv,0.12,0.02,0.9643447760780001
11243,Gauss_003.csv,0.05,0.04,0.752658678358
10216,DiagonalRot_eny_004.csv,0.02,0.07,0.9626920400489999
16036,Parcel_009.csv,0.04,0.07,0.9816005274840001
12437,Gauss_enx_003.csv,0.04,0.08,0.8136293546179999
6526,Diagonal_eny_003.csv,0.13,0.07,0.9521589761239999
19299,Uniform_enx_001.csv,0.1,0.1,0.9934760779520001
16296,Parcel_010.csv,0.1,0.07,0.9867711545129999
21144,Uniform_eny_004.csv,0.15,0.05,0.992071746655
11272,Gauss_003.csv,0.08,0.03,0.764095742318
18305,Uniform_002.csv,0.11,0.06,0.990337372963
1921,Combo_010.csv,0.13,0.02,0.829787876522
15471,Parcel_006.csv,0.08,0.02,0.953300518593
12574,Gauss_enx_003.csv,0.18,0.05,0.8337946062880001
11114,Gauss_002.csv,0.12,0.05,0.854872894709
18392,Uniform_002.csv,0.2,0.03,0.984773187887
11660,Gauss_005.csv,0.07,0.01,0.7856192812180001
7575,DiagonalRot_002.csv,0.18,0.06,0.9889831098209999
16153,Parcel_009.csv,0.16,0.04,0.982578829939
9224,DiagonalRot_enx_005.csv,0.03,0.05,0.897720444507
17056,Parcel_014.csv,0.06,0.07,0.98802607764
3851,Diagonal_002.csv,0.06,0.02,0.942707817667
3938,Diagonal_002.csv,0.14,0.09,0.9719667423909999
15019,Parcel_004.csv,0.02,0.1,0.983479397861
12262,Gauss_enx_002.csv,0.07,0.03,0.776167712995
9525,DiagonalRot_enx_006.csv,0.13,0.06,0.974308826972
16457,Parcel_011.csv,0.06,0.08,0.990694864716
15842,Parcel_008.csv,0.05,0.03,0.972076694789
2240,Combo_012.csv,0.05,0.01,0.7247896986110001
3496,Combo_018.csv,0.1,0.07,0.991890039994
13189,Gauss_enx_006.csv,0.19,0.1,0.878162829826
3607,Diagonal_001.csv,0.01,0.08,0.9148557367769999
17990,Parcel_018.csv,0.2,0.01,0.842424612108
1320,Combo_007.csv,0.13,0.01,0.9304191556970001
14883,Parcel_003.csv,0.09,0.04,0.9815512260770001
11193,Gauss_002.csv,0.2,0.04,0.86891728089
5380,Diagonal_enx_003.csv,0.19,0.01,0.9303977516590001
5817,Diagonal_enx_006.csv,0.02,0.08,0.937186694191
6115,Diagonal_eny_001.csv,0.12,0.06,0.963673977914
13915,Gauss_eny_004.csv,0.12,0.06,0.869280369955
20231,Uniform_enx_006.csv,0.04,0.02,0.9263051514899999
168,Combo_001.csv,0.17,0.09,0.871764137233
18291,Uniform_002.csv,0.1,0.02,0.970804273715
14812,Parcel_003.csv,0.02,0.03,0.944113911394
6934,Diagonal_eny_005.csv,0.14,0.05,0.949649690341
13463,Gauss_eny_002.csv,0.07,0.04,0.8359231187170001
14918,Parcel_003.csv,0.12,0.09,0.992425834268
16400,Parcel_011.csv,0.01,0.01,0.8276200405149999
4950,Diagonal_enx_001.csv,0.16,0.01,0.9442899401100001
398,Combo_002.csv,0.2,0.09,0.908351078836
21057,Uniform_eny_004.csv,0.06,0.08,0.991680369868
8182,DiagonalRot_005.csv,0.19,0.03,0.942409169457
16830,Parcel_013.csv,0.04,0.01,0.8742136839200001
149,Combo_001.csv,0.15,0.1,0.858593821251
3069,Combo_016.csv,0.07,0.1,0.9904891157469999
16671,Parcel_012.csv,0.08,0.02,0.905413653597
94,Combo_001.csv,0.1,0.05,0.839286696985
12814,Gauss_enx_005.csv,0.02,0.05,0.7153862500329999
8336,DiagonalRot_006.csv,0.14,0.07,0.989973655218
8952,DiagonalRot_enx_003.csv,0.16,0.03,0.9380003199920001
15564,Parcel_006.csv,0.17,0.05,0.988507919046
12409,Gauss_enx_003.csv,0.01,0.1,0.744360863805
19304,Uniform_enx_001.csv,0.11,0.05,0.9888833336849999
14103,Gauss_eny_005.csv,0.11,0.04,0.84532230183
14966,Parcel_003.csv,0.17,0.07,0.99156626547
1496,Combo_008.csv,0.1,0.07,0.99175831439
14579,Parcel_001.csv,0.18,0.1,0.994431789989
13023,Gauss_enx_006.csv,0.03,0.04,0.74124709133
17039,Parcel_014.csv,0.04,0.1,0.989827062605
4885,Diagonal_enx_001.csv,0.09,0.06,0.95164137051
5905,Diagonal_enx_006.csv,0.11,0.06,0.963769697038
14250,Gauss_eny_006.csv,0.06,0.01,0.814929246591
9392,DiagonalRot_enx_005.csv,0.2,0.03,0.961150448427
16665,Parcel_012.csv,0.07,0.06,0.975380164258
19211,Uniform_enx_001.csv,0.02,0.02,0.932541346867
20084,Uniform_enx_005.csv,0.09,0.05,0.9876421666490001
3746,Diagonal_001.csv,0.15,0.07,0.955080909555
14284,Gauss_eny_006.csv,0.09,0.05,0.830946333313
6473,Diagonal_eny_003.csv,0.08,0.04,0.954503029317
10746,DiagonalRot_eny_006.csv,0.15,0.07,0.981983789612
1675,Combo_009.csv,0.08,0.06,0.988496401993
11062,Gauss_002.csv,0.07,0.03,0.8132707725049999
4900,Diagonal_enx_001.csv,0.11,0.01,0.9367309484559999
1929,Combo_010.csv,0.13,0.1,0.9262360515420001
20013,Uniform_enx_005.csv,0.02,0.04,0.9677535143200001
9414,DiagonalRot_enx_006.csv,0.02,0.05,0.954391744367
7677,DiagonalRot_003.csv,0.08,0.08,0.9665493438510001
8377,DiagonalRot_006.csv,0.18,0.08,0.993170427553
10890,Gauss_001.csv,0.1,0.01,0.791846346409
14717,Parcel_002.csv,0.12,0.08,0.993118467766
5568,Diagonal_enx_004.csv,0.17,0.09,0.97614248691
1967,Combo_010.csv,0.17,0.08,0.9063183055490001
16829,Parcel_013.csv,0.03,0.1,0.984646778762
11414,Gauss_004.csv,0.02,0.05,0.751843573066
8778,DiagonalRot_enx_002.csv,0.18,0.09,0.9827257183560001
1634,Combo_009.csv,0.04,0.05,0.981073385292
6725,Diagonal_eny_004.csv,0.13,0.06,0.959987351806
13142,Gauss_enx_006.csv,0.15,0.03,0.826788649725
12527,Gauss_enx_003.csv,0.13,0.08,0.8763847050910001
20609,Uniform_eny_002.csv,0.01,0.1,0.9710376157359999
14530,Parcel_001.csv,0.14,0.01,0.883793753742
3318,Combo_017.csv,0.12,0.09,0.9938037553360001
12998,Gauss_enx_005.csv,0.2,0.09,0.868477044422
10926,Gauss_001.csv,0.13,0.07,0.8537367198800001
1479,Combo_008.csv,0.08,0.1,0.993169754521
622,Combo_004.csv,0.03,0.03,0.923024426175
926,Combo_005.csv,0.13,0.07,0.933548251985
1498,Combo_008.csv,0.1,0.09,0.9932015924750001
12240,Gauss_enx_002.csv,0.05,0.01,0.7132594218080001
16558,Parcel_011.csv,0.16,0.09,0.994634080428
15746,Parcel_007.csv,0.15,0.07,0.9932860032449999
14393,Gauss_eny_006.csv,0.2,0.04,0.840739768179
7945,DiagonalRot_004.csv,0.15,0.06,0.984010919754
9289,DiagonalRot_enx_005.csv,0.09,0.1,0.9395419930069999
16989,Parcel_013.csv,0.19,0.1,0.993822872111
16262,Parcel_010.csv,0.07,0.03,0.964000234842
6904,Diagonal_eny_005.csv,0.11,0.05,0.933914956016
14337,Gauss_eny_006.csv,0.14,0.08,0.889010377708
7668,DiagonalRot_003.csv,0.07,0.09,0.951290168714
1332,Combo_007.csv,0.14,0.03,0.977995652963
12250,Gauss_enx_002.csv,0.06,0.01,0.710903194913
5149,Diagonal_enx_002.csv,0.15,0.1,0.965114227892
11037,Gauss_002.csv,0.04,0.08,0.8173532037379999
15365,Parcel_005.csv,0.17,0.06,0.9891540828190001
2688,Combo_014.csv,0.09,0.09,0.94563451235
1714,Combo_009.csv,0.12,0.05,0.987696457145
13691,Gauss_eny_003.csv,0.1,0.02,0.8176884557780001
12343,Gauss_enx_002.csv,0.15,0.04,0.803213170659
2059,Combo_011.csv,0.06,0.1,0.898937654283
21423,Uniform_eny_006.csv,0.03,0.04,0.970481950231
11043,Gauss_002.csv,0.05,0.04,0.781042917817
10594,DiagonalRot_eny_005.csv,0.2,0.05,0.9930803896320001
20124,Uniform_enx_005.csv,0.13,0.05,0.9907509523389999
16884,Parcel_013.csv,0.09,0.05,0.985233262496
7628,DiagonalRot_003.csv,0.03,0.09,0.9461384430140001
3855,Diagonal_002.csv,0.06,0.06,0.949401240297
16525,Parcel_011.csv,0.13,0.06,0.991314818812
4113,Diagonal_003.csv,0.12,0.04,0.938706584039
11627,Gauss_005.csv,0.03,0.08,0.803833161552
6049,Diagonal_eny_001.csv,0.05,0.1,0.9577292518739999
17002,Parcel_014.csv,0.01,0.03,0.935426636507
4785,Diagonal_006.csv,0.19,0.06,0.949210728543
2715,Combo_014.csv,0.12,0.06,0.9551027965119999
13053,Gauss_enx_006.csv,0.06,0.04,0.7796471321439999
13260,Gauss_eny_001.csv,0.07,0.01,0.807212070884
316,Combo_002.csv,0.12,0.07,0.8319144918870001
1923,Combo_010.csv,0.13,0.04,0.892123899663
8066,DiagonalRot_005.csv,0.07,0.07,0.946127331421
14463,Parcel_001.csv,0.07,0.04,0.972162764402
13590,Gauss_eny_002.csv,0.2,0.01,0.866540373785
15009,Parcel_004.csv,0.01,0.1,0.966145197023
6508,Diagonal_eny_003.csv,0.11,0.09,0.9598510054359999
20565,Uniform_eny_001.csv,0.17,0.06,0.99362175075
2818,Combo_015.csv,0.02,0.09,0.9012048200980001
10564,DiagonalRot_eny_005.csv,0.17,0.05,0.994105791231
950,Combo_005.csv,0.16,0.01,0.932123165362
11341,Gauss_003.csv,0.15,0.02,0.8430247933239999
9758,DiagonalRot_eny_001.csv,0.16,0.09,0.9871788902390001
10925,Gauss_001.csv,0.13,0.06,0.850078656972
16139,Parcel_009.csv,0.14,0.1,0.99254316434
6253,Diagonal_eny_002.csv,0.06,0.04,0.9271702276520001
19185,Uniform_006.csv,0.19,0.06,0.9942494653919999
30,Combo_001.csv,0.04,0.01,0.726780931569
14180,Gauss_eny_005.csv,0.19,0.01,0.865539849913
1639,Combo_009.csv,0.04,0.1,0.989067609385
7300,DiagonalRot_001.csv,0.11,0.01,0.950632322368
8454,DiagonalRot_enx_001.csv,0.06,0.05,0.9961375540440001
6613,Diagonal_eny_004.csv,0.02,0.04,0.9029430386380001
9466,DiagonalRot_enx_006.csv,0.07,0.07,0.9646659171170001
10671,DiagonalRot_eny_006.csv,0.08,0.02,0.966636071837
18457,Uniform_003.csv,0.06,0.08,0.987880173604
4456,Diagonal_005.csv,0.06,0.07,0.9285802823029999
13795,Gauss_eny_003.csv,0.2,0.06,0.892853345579
12994,Gauss_enx_005.csv,0.2,0.05,0.86320637787
5927,Diagonal_enx_006.csv,0.13,0.08,0.9627011180580001
9674,DiagonalRot_eny_001.csv,0.08,0.05,0.962720240253
13754,Gauss_eny_003.csv,0.16,0.05,0.883437361268
8689,DiagonalRot_enx_002.csv,0.09,0.1,0.9726513439069999
9839,DiagonalRot_eny_002.csv,0.04,0.1,0.9652856189360001
8407,DiagonalRot_enx_001.csv,0.01,0.08,0.985705798169
1965,Combo_010.csv,0.17,0.06,0.897202391957
15948,Parcel_008.csv,0.15,0.09,0.994725426506
18769,Uniform_004.csv,0.17,0.1,0.996127896242
1584,Combo_008.csv,0.19,0.05,0.9918517323799999
2025,Combo_011.csv,0.03,0.06,0.8343970420990001
16167,Parcel_009.csv,0.17,0.08,0.992091739099
18947,Uniform_005.csv,0.15,0.08,0.994498572151
14126,Gauss_eny_005.csv,0.13,0.07,0.8565559579240001
10250,DiagonalRot_eny_004.csv,0.06,0.01,0.954299888361
14174,Gauss_eny_005.csv,0.18,0.05,0.862344922221
18999,Uniform_005.csv,0.2,0.1,0.99594320044
18212,Uniform_002.csv,0.02,0.03,0.950560013999
4963,Diagonal_enx_001.csv,0.17,0.04,0.948554342216
19621,Uniform_enx_003.csv,0.03,0.02,0.9355778519269999
2381,Combo_012.csv,0.19,0.02,0.799671958819
19261,Uniform_enx_001.csv,0.07,0.02,0.9674965619660001
12406,Gauss_enx_003.csv,0.01,0.07,0.724396603504
6056,Diagonal_eny_001.csv,0.06,0.07,0.9511337135369999
2928,Combo_015.csv,0.13,0.09,0.938503256834
14029,Gauss_eny_005.csv,0.03,0.1,0.79536382162
15357,Parcel_005.csv,0.16,0.08,0.9908367978210001
5836,Diagonal_enx_006.csv,0.04,0.07,0.9465379408239999
17942,Parcel_018.csv,0.15,0.03,0.94020150112
8143,DiagonalRot_005.csv,0.15,0.04,0.9477956307909999
19085,Uniform_006.csv,0.09,0.06,0.991494176322
10806,Gauss_001.csv,0.01,0.07,0.7120763602660001
15917,Parcel_008.csv,0.12,0.08,0.993511633279
8631,DiagonalRot_enx_002.csv,0.04,0.02,0.9592172814200001
6415,Diagonal_eny_003.csv,0.02,0.06,0.920252039208
21329,Uniform_eny_005.csv,0.13,0.1,0.9927076815629999
1593,Combo_008.csv,0.2,0.04,0.989877356674
2201,Combo_012.csv,0.01,0.02,0.6349867551330001
4383,Diagonal_004.csv,0.19,0.04,0.979457587649
700,Combo_004.csv,0.11,0.01,0.943338091615
19316,Uniform_enx_001.csv,0.12,0.07,0.9928778655380001
17178,Parcel_014.csv,0.18,0.09,0.9947086994040001
10676,DiagonalRot_eny_006.csv,0.08,0.07,0.9760522786370001
3693,Diagonal_001.csv,0.1,0.04,0.9458932288240001
4029,Diagonal_003.csv,0.03,0.1,0.918436413865
8129,DiagonalRot_005.csv,0.13,0.1,0.955586013509
3995,Diagonal_002.csv,0.2,0.06,0.965099346268
13345,Gauss_eny_001.csv,0.15,0.06,0.8251783285050001
1314,Combo_007.csv,0.12,0.05,0.9852836692299999
21236,Uniform_eny_005.csv,0.04,0.07,0.982515290164
764,Combo_004.csv,0.17,0.05,0.9624117315620001
9997,DiagonalRot_eny_002.csv,0.2,0.08,0.967897425871
4342,Diagonal_004.csv,0.15,0.03,0.957094481479
8373,DiagonalRot_006.csv,0.18,0.04,0.998516475507
16693,Parcel_012.csv,0.1,0.04,0.965029581402
11019,Gauss_002.csv,0.02,0.1,0.803687001171
18315,Uniform_002.csv,0.12,0.06,0.991005840918
12838,Gauss_enx_005.csv,0.04,0.09,0.785677932901
16324,Parcel_010.csv,0.13,0.05,0.984471061163
38,Combo_001.csv,0.04,0.09,0.813447865041
